path,case_id,turn_id,control,correct_option,medical_belief_mapped,medical_belief_aligned,raw_leak,v3_leak
outputs/grpo_v3/grpo/rollouts/0023_step29_g0.jsonl,0023,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g0.jsonl,0023,3,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g0.jsonl,0023,4,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g0.jsonl,0023,5,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g0.jsonl,0023,6,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g0.jsonl,0023,7,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g1.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g1.jsonl,0023,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g1.jsonl,0023,2,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g1.jsonl,0023,3,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g1.jsonl,0023,4,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g1.jsonl,0023,5,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g1.jsonl,0023,6,RECOMMEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g1.jsonl,0023,7,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g2.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g2.jsonl,0023,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g2.jsonl,0023,2,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g2.jsonl,0023,3,RECOMMEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g3.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g3.jsonl,0023,1,RECOMMEND,D,D,1,1.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g3.jsonl,0023,2,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g3.jsonl,0023,3,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g3.jsonl,0023,4,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g3.jsonl,0023,5,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g3.jsonl,0023,6,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g3.jsonl,0023,7,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g4.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g4.jsonl,0023,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g4.jsonl,0023,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g4.jsonl,0023,3,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g4.jsonl,0023,4,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g4.jsonl,0023,5,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g4.jsonl,0023,6,RECOMMEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g4.jsonl,0023,7,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g5.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g5.jsonl,0023,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g5.jsonl,0023,2,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g5.jsonl,0023,3,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g5.jsonl,0023,4,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g5.jsonl,0023,5,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g5.jsonl,0023,6,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step29_g5.jsonl,0023,7,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g0.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g0.jsonl,0023,1,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g0.jsonl,0023,2,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g0.jsonl,0023,3,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g1.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g1.jsonl,0023,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g1.jsonl,0023,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g2.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g2.jsonl,0023,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g2.jsonl,0023,2,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g2.jsonl,0023,3,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g2.jsonl,0023,4,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g2.jsonl,0023,5,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g2.jsonl,0023,6,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g2.jsonl,0023,7,RECOMMEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g3.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g3.jsonl,0023,1,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g3.jsonl,0023,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g4.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g4.jsonl,0023,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g4.jsonl,0023,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g5.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g5.jsonl,0023,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g5.jsonl,0023,2,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g5.jsonl,0023,3,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g5.jsonl,0023,4,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step37_g5.jsonl,0023,5,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g0.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g0.jsonl,0023,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g0.jsonl,0023,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g0.jsonl,0023,3,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g0.jsonl,0023,4,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g0.jsonl,0023,5,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g0.jsonl,0023,6,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g0.jsonl,0023,7,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g1.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g1.jsonl,0023,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g1.jsonl,0023,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g1.jsonl,0023,3,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g1.jsonl,0023,4,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g1.jsonl,0023,5,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g1.jsonl,0023,6,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g1.jsonl,0023,7,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g2.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g2.jsonl,0023,1,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g2.jsonl,0023,2,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g2.jsonl,0023,3,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g2.jsonl,0023,4,RECOMMEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g2.jsonl,0023,5,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g3.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g3.jsonl,0023,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g3.jsonl,0023,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g3.jsonl,0023,3,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g3.jsonl,0023,4,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g3.jsonl,0023,5,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g3.jsonl,0023,6,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g3.jsonl,0023,7,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g4.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g4.jsonl,0023,1,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g4.jsonl,0023,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g4.jsonl,0023,3,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g4.jsonl,0023,4,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g4.jsonl,0023,5,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g4.jsonl,0023,6,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g4.jsonl,0023,7,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g5.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g5.jsonl,0023,1,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g5.jsonl,0023,2,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g5.jsonl,0023,3,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g5.jsonl,0023,4,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g5.jsonl,0023,5,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g5.jsonl,0023,6,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step3_g5.jsonl,0023,7,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step57_g0.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step57_g1.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step57_g1.jsonl,0023,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step57_g2.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step57_g2.jsonl,0023,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step57_g3.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step57_g3.jsonl,0023,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step57_g4.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step57_g4.jsonl,0023,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step57_g5.jsonl,0023,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0023_step57_g5.jsonl,0023,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g0.jsonl,0025,0,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g0.jsonl,0025,1,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g0.jsonl,0025,2,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g0.jsonl,0025,3,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g0.jsonl,0025,4,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g0.jsonl,0025,5,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g0.jsonl,0025,6,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g1.jsonl,0025,0,EXTEND,D,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g1.jsonl,0025,1,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g1.jsonl,0025,2,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g1.jsonl,0025,3,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g1.jsonl,0025,4,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g1.jsonl,0025,5,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g1.jsonl,0025,6,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g1.jsonl,0025,7,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g2.jsonl,0025,0,EXTEND,D,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g2.jsonl,0025,1,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g2.jsonl,0025,2,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g2.jsonl,0025,3,RECOMMEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g2.jsonl,0025,4,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g2.jsonl,0025,5,EXTEND,D,C,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g2.jsonl,0025,6,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g2.jsonl,0025,7,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g3.jsonl,0025,0,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g3.jsonl,0025,1,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g3.jsonl,0025,2,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g3.jsonl,0025,3,RECOMMEND,D,A,0,1.0,1.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g3.jsonl,0025,4,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g3.jsonl,0025,5,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g3.jsonl,0025,6,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g3.jsonl,0025,7,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g4.jsonl,0025,0,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g4.jsonl,0025,1,EXTEND,D,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g4.jsonl,0025,2,EXTEND,D,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g4.jsonl,0025,3,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g4.jsonl,0025,4,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g4.jsonl,0025,5,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g4.jsonl,0025,6,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g5.jsonl,0025,0,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g5.jsonl,0025,1,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g5.jsonl,0025,2,RECOMMEND,D,A,0,1.0,1.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g5.jsonl,0025,3,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g5.jsonl,0025,4,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g5.jsonl,0025,5,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g5.jsonl,0025,6,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step1_g5.jsonl,0025,7,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g0.jsonl,0025,0,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g0.jsonl,0025,1,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g0.jsonl,0025,2,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g0.jsonl,0025,3,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g0.jsonl,0025,4,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g0.jsonl,0025,5,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g0.jsonl,0025,6,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g0.jsonl,0025,7,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g1.jsonl,0025,0,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g1.jsonl,0025,1,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g1.jsonl,0025,2,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g1.jsonl,0025,3,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g1.jsonl,0025,4,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g1.jsonl,0025,5,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g1.jsonl,0025,6,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g1.jsonl,0025,7,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g2.jsonl,0025,0,EXTEND,D,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g2.jsonl,0025,1,RECOMMEND,D,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g2.jsonl,0025,2,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g2.jsonl,0025,3,RECOMMEND,D,C,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g2.jsonl,0025,4,EXTEND,D,C,0,0.0,0.0
